order,fold,chunk_size,overlap,c,class_weight,min_char_count,fit_work_groups,holdout_work_groups,fit_documents,holdout_documents,accuracy,macro_f1,balanced_accuracy
38,5,1024,512,3.0,,20,268,66,268,69,0.8939393939393939,0.886910866910867,0.8834848484848485
39,1,1024,512,3.0,balanced,20,267,67,270,67,0.8805970149253731,0.8507606428659059,0.8646031746031746
39,2,1024,512,3.0,balanced,20,267,67,270,67,0.8805970149253731,0.8953921568627452,0.8927777777777779
39,3,1024,512,3.0,balanced,20,267,67,270,67,0.9104477611940298,0.9070251257170762,0.9158333333333333
39,4,1024,512,3.0,balanced,20,267,67,270,67,0.9402985074626866,0.9403065664985168,0.9423809523809524
39,5,1024,512,3.0,balanced,20,268,66,268,69,0.8939393939393939,0.886910866910867,0.8834848484848485
40,1,1280,0,0.03,,20,267,67,270,67,0.8208955223880597,0.7910209235209235,0.8017460317460318
40,2,1280,0,0.03,,20,267,67,270,67,0.8656716417910447,0.8701989823042455,0.8738888888888889
40,3,1280,0,0.03,,20,267,67,270,67,0.8805970149253731,0.8785464535464536,0.8933333333333333
40,4,1280,0,0.03,,20,267,67,270,67,0.8955223880597015,0.887049441786284,0.8995238095238095
40,5,1280,0,0.03,,20,268,66,268,69,0.8787878787878788,0.8711617304264363,0.8775324675324676
41,1,1280,0,0.03,balanced,20,267,67,270,67,0.9104477611940298,0.9060530405267248,0.9046031746031746
41,2,1280,0,0.03,balanced,20,267,67,270,67,0.8656716417910447,0.8827476780185759,0.8841666666666665
41,3,1280,0,0.03,balanced,20,267,67,270,67,0.8955223880597015,0.9010066833751045,0.9099999999999999
41,4,1280,0,0.03,balanced,20,267,67,270,67,0.9253731343283582,0.9253333044664315,0.9312698412698414
41,5,1280,0,0.03,balanced,20,268,66,268,69,0.8939393939393939,0.8871116138763199,0.8918181818181818
42,1,1280,0,0.1,,20,267,67,270,67,0.7910447761194029,0.753015873015873,0.7674603174603176
42,2,1280,0,0.1,,20,267,67,270,67,0.8507462686567164,0.8586785144679882,0.8638888888888889
42,3,1280,0,0.1,,20,267,67,270,67,0.8656716417910447,0.8612265512265512,0.8833333333333334
42,4,1280,0,0.1,,20,267,67,270,67,0.9104477611940298,0.9097979797979798,0.9180952380952382
42,5,1280,0,0.1,,20,268,66,268,69,0.8787878787878788,0.8710800310800311,0.8775324675324676
43,1,1280,0,0.1,balanced,20,267,67,270,67,0.8656716417910447,0.8535317460317462,0.8503174603174604
43,2,1280,0,0.1,balanced,20,267,67,270,67,0.8507462686567164,0.8743704850361198,0.8716666666666665
43,3,1280,0,0.1,balanced,20,267,67,270,67,0.8955223880597015,0.8969590643274854,0.9099999999999999
43,4,1280,0,0.1,balanced,20,267,67,270,67,0.9253731343283582,0.9237233191644958,0.9312698412698414
43,5,1280,0,0.1,balanced,20,268,66,268,69,0.8939393939393939,0.8839253393665158,0.8918181818181818
44,1,1280,0,0.3,,20,267,67,270,67,0.7910447761194029,0.753015873015873,0.7674603174603176
44,2,1280,0,0.3,,20,267,67,270,67,0.835820895522388,0.8401822738664844,0.8388888888888889
