order,fold,chunk_size,overlap,c,class_weight,min_char_count,fit_work_groups,holdout_work_groups,fit_documents,holdout_documents,accuracy,macro_f1,balanced_accuracy
43,1,1280,0,0.1,balanced,20,840,211,840,211,0.8672985781990521,0.8432042674811943,0.8747203506602004
43,2,1280,0,0.1,balanced,20,841,210,841,210,0.8380952380952381,0.784470185976362,0.8082058501231434
43,3,1280,0,0.1,balanced,20,841,210,841,210,0.9238095238095239,0.897466573371452,0.9074154542199654
43,4,1280,0,0.1,balanced,20,841,210,841,210,0.8952380952380953,0.8773191176347235,0.8910954333886664
43,5,1280,0,0.1,balanced,20,841,210,841,210,0.8809523809523809,0.861879033588443,0.8860645933014354
44,1,1280,0,0.3,,20,840,211,840,211,0.8530805687203792,0.8257941052303118,0.8273022925278565
44,2,1280,0,0.3,,20,841,210,841,210,0.8095238095238095,0.7585311256637833,0.7715900953682908
44,3,1280,0,0.3,,20,841,210,841,210,0.9095238095238095,0.8706690384956195,0.8729608111187058
44,4,1280,0,0.3,,20,841,210,841,210,0.8857142857142857,0.8617259520246003,0.8580908439930995
44,5,1280,0,0.3,,20,841,210,841,210,0.8857142857142857,0.8714943598396424,0.8837986151398358
45,1,1280,0,0.3,balanced,20,840,211,840,211,0.8530805687203792,0.8272756554958771,0.8604859008994347
45,2,1280,0,0.3,balanced,20,841,210,841,210,0.8523809523809524,0.797596329119477,0.8216257635430568
45,3,1280,0,0.3,balanced,20,841,210,841,210,0.919047619047619,0.884808758492969,0.895570907788953
45,4,1280,0,0.3,balanced,20,841,210,841,210,0.8904761904761904,0.8682512476574719,0.8900213195325977
45,5,1280,0,0.3,balanced,20,841,210,841,210,0.8809523809523809,0.861879033588443,0.8860645933014354
46,1,1280,0,1.0,,20,840,211,840,211,0.8578199052132701,0.8303912293904946,0.8283764063839252
46,2,1280,0,1.0,,20,841,210,841,210,0.8142857142857143,0.7764420934272543,0.7821164111577644
46,3,1280,0,1.0,,20,841,210,841,210,0.9142857142857143,0.8755194211612496,0.8782239690134428
46,4,1280,0,1.0,,20,841,210,841,210,0.8857142857142857,0.8585497264432909,0.8580908439930995
46,5,1280,0,1.0,,20,841,210,841,210,0.8714285714285714,0.8490800857182664,0.8637186533305508
47,1,1280,0,1.0,balanced,20,840,211,840,211,0.8625592417061612,0.8428855687558754,0.8626341286115722
47,2,1280,0,1.0,balanced,20,841,210,841,210,0.8571428571428571,0.8047423049187036,0.8282047109114778
47,3,1280,0,1.0,balanced,20,841,210,841,210,0.9238095238095239,0.8899935567168166,0.8990796797187774
47,4,1280,0,1.0,balanced,20,841,210,841,210,0.8952380952380953,0.8691203676403078,0.8910954333886664
47,5,1280,0,1.0,balanced,20,841,210,841,210,0.8761904761904762,0.8536443320019408,0.8755382775119618
48,1,1280,0,3.0,,20,840,211,840,211,0.8530805687203792,0.8244201543791719,0.8225284531675509
48,2,1280,0,3.0,,20,841,210,841,210,0.819047619047619,0.7948746399618162,0.791702877323178
48,3,1280,0,3.0,,20,841,210,841,210,0.9142857142857143,0.8755194211612496,0.8782239690134428
48,4,1280,0,3.0,,20,841,210,841,210,0.8857142857142857,0.8545055250306683,0.8580908439930995
