policy,C,class_weight,non_anchor_weight,mode,anchor_margin_max,meta_margin_min,cv_accuracy,cv_macro_f1,anchor_cv_accuracy,anchor_cv_macro_f1,net_accuracy_gain,overrides
CH_SVM_TOP5,0.03,,1.0,always,,0.0,0.8953377735490009,0.8782913275781202,0.8763082778306375,0.8487110489437114,0.01902949571836343,55
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.02,0.0,0.8867745004757374,0.8659148555378858,0.8763082778306375,0.8487110489437114,0.010466222645099887,29
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.02,0.05,0.884871550903901,0.8632748355326892,0.8763082778306375,0.8487110489437114,0.008563273073263544,27
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.02,0.1,0.8839200761179828,0.8610048347871672,0.8763082778306375,0.8487110489437114,0.007611798287345373,25
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.02,0.2,0.8839200761179828,0.8606697873177218,0.8763082778306375,0.8487110489437114,0.007611798287345373,23
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.05,0.0,0.8953377735490009,0.876458264428094,0.8763082778306375,0.8487110489437114,0.01902949571836343,46
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.05,0.05,0.8943862987630827,0.8746396391249218,0.8763082778306375,0.8487110489437114,0.01807802093244526,43
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.05,0.1,0.8934348239771646,0.8722223178572639,0.8763082778306375,0.8487110489437114,0.01712654614652709,40
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.05,0.2,0.8896289248334919,0.8669027910602524,0.8763082778306375,0.8487110489437114,0.013320647002854402,34
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.08,0.0,0.8962892483349191,0.877269297093035,0.8763082778306375,0.8487110489437114,0.019980970504281603,50
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.08,0.05,0.8943862987630827,0.8742850746024705,0.8763082778306375,0.8487110489437114,0.01807802093244526,46
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.08,0.1,0.8934348239771646,0.8718504942041151,0.8763082778306375,0.8487110489437114,0.01712654614652709,43
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.08,0.2,0.89058039961941,0.8673498392093472,0.8763082778306375,0.8487110489437114,0.014272121788772574,36
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.1,0.0,0.8953377735490009,0.8765969967552486,0.8763082778306375,0.8487110489437114,0.01902949571836343,51
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.1,0.05,0.8934348239771646,0.8736117708006761,0.8763082778306375,0.8487110489437114,0.01712654614652709,47
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.1,0.1,0.8924833491912464,0.8711771904023207,0.8763082778306375,0.8487110489437114,0.016175071360608917,44
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.1,0.2,0.89058039961941,0.8673498392093472,0.8763082778306375,0.8487110489437114,0.014272121788772574,36
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.15,0.0,0.8962892483349191,0.8790410498721926,0.8763082778306375,0.8487110489437114,0.019980970504281603,53
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.15,0.05,0.8943862987630827,0.8759568992012198,0.8763082778306375,0.8487110489437114,0.01807802093244526,49
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.15,0.1,0.8934348239771646,0.8734679495161117,0.8763082778306375,0.8487110489437114,0.01712654614652709,46
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.15,0.2,0.8915318744053282,0.8691613220089258,0.8763082778306375,0.8487110489437114,0.015223596574690745,37
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.2,0.0,0.8962892483349191,0.879244142660463,0.8763082778306375,0.8487110489437114,0.019980970504281603,54
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.2,0.05,0.8943862987630827,0.8759568992012198,0.8763082778306375,0.8487110489437114,0.01807802093244526,49
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.2,0.1,0.8934348239771646,0.8734679495161117,0.8763082778306375,0.8487110489437114,0.01712654614652709,46
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.2,0.2,0.8915318744053282,0.8691613220089258,0.8763082778306375,0.8487110489437114,0.015223596574690745,37
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.3,0.0,0.8953377735490009,0.8782913275781202,0.8763082778306375,0.8487110489437114,0.01902949571836343,55
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.3,0.05,0.8934348239771646,0.8750041505568883,0.8763082778306375,0.8487110489437114,0.01712654614652709,50
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.3,0.1,0.8924833491912464,0.8725152008717802,0.8763082778306375,0.8487110489437114,0.016175071360608917,47
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.3,0.2,0.89058039961941,0.8681815983861384,0.8763082778306375,0.8487110489437114,0.014272121788772574,38
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.5,0.0,0.8953377735490009,0.8782913275781202,0.8763082778306375,0.8487110489437114,0.01902949571836343,55
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.5,0.05,0.8934348239771646,0.8750041505568883,0.8763082778306375,0.8487110489437114,0.01712654614652709,50
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.5,0.1,0.8924833491912464,0.8725152008717802,0.8763082778306375,0.8487110489437114,0.016175071360608917,47
CH_SVM_TOP5,0.03,,1.0,anchor_margin_gate,0.5,0.2,0.89058039961941,0.8681815983861384,0.8763082778306375,0.8487110489437114,0.014272121788772574,38
CH_SVM_TOP5,0.03,,2.0,always,,0.0,0.8934348239771646,0.8763577781188374,0.8763082778306375,0.8487110489437114,0.01712654614652709,77
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.02,0.0,0.8886774500475737,0.8714894787468901,0.8763082778306375,0.8487110489437114,0.01236917221693623,43
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.02,0.05,0.8867745004757374,0.8669722910706101,0.8763082778306375,0.8487110489437114,0.010466222645099887,35
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.02,0.1,0.8858230256898192,0.8640378092268831,0.8763082778306375,0.8487110489437114,0.009514747859181716,31
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.02,0.2,0.8839200761179828,0.8614806041807685,0.8763082778306375,0.8487110489437114,0.007611798287345373,27
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.05,0.0,0.8953377735490009,0.8795889470684707,0.8763082778306375,0.8487110489437114,0.01902949571836343,62
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.05,0.05,0.8943862987630827,0.8763582749362734,0.8763082778306375,0.8487110489437114,0.01807802093244526,53
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.05,0.1,0.8934348239771646,0.8732148909967817,0.8763082778306375,0.8487110489437114,0.01712654614652709,49
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.05,0.2,0.8924833491912464,0.8719444580222235,0.8763082778306375,0.8487110489437114,0.016175071360608917,44
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.08,0.0,0.8962892483349191,0.8801419183114723,0.8763082778306375,0.8487110489437114,0.019980970504281603,69
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.08,0.05,0.8953377735490009,0.8768719345149382,0.8763082778306375,0.8487110489437114,0.01902949571836343,60
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.08,0.1,0.8934348239771646,0.8724528087038879,0.8763082778306375,0.8487110489437114,0.01712654614652709,55
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.08,0.2,0.8924833491912464,0.8711588328015576,0.8763082778306375,0.8487110489437114,0.016175071360608917,50
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.1,0.0,0.8943862987630827,0.8770233283670691,0.8763082778306375,0.8487110489437114,0.01807802093244526,71
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.1,0.05,0.8943862987630827,0.8761996035360062,0.8763082778306375,0.8487110489437114,0.01807802093244526,61
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.1,0.1,0.8924833491912464,0.8717799763929287,0.8763082778306375,0.8487110489437114,0.016175071360608917,56
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.1,0.2,0.8924833491912464,0.8711588328015576,0.8763082778306375,0.8487110489437114,0.016175071360608917,50
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.15,0.0,0.8953377735490009,0.8793529488415351,0.8763082778306375,0.8487110489437114,0.01902949571836343,74
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.15,0.05,0.8953377735490009,0.8785342242135549,0.8763082778306375,0.8487110489437114,0.01902949571836343,64
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.15,0.1,0.8934348239771646,0.8740638330007684,0.8763082778306375,0.8487110489437114,0.01712654614652709,59
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.15,0.2,0.8934348239771646,0.8733938239298272,0.8763082778306375,0.8487110489437114,0.01712654614652709,53
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.2,0.0,0.8943862987630827,0.8772889653534031,0.8763082778306375,0.8487110489437114,0.01807802093244526,76
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.2,0.05,0.8943862987630827,0.8767491211601005,0.8763082778306375,0.8487110489437114,0.01807802093244526,65
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.2,0.1,0.8924833491912464,0.8722787299473144,0.8763082778306375,0.8487110489437114,0.016175071360608917,60
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.2,0.2,0.8924833491912464,0.8716087208763731,0.8763082778306375,0.8487110489437114,0.016175071360608917,54
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.3,0.0,0.8934348239771646,0.8763577781188374,0.8763082778306375,0.8487110489437114,0.01712654614652709,77
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.3,0.05,0.8934348239771646,0.8757954295340987,0.8763082778306375,0.8487110489437114,0.01712654614652709,66
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.3,0.1,0.8915318744053282,0.8713250693536179,0.8763082778306375,0.8487110489437114,0.015223596574690745,61
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.3,0.2,0.8915318744053282,0.8706510363377911,0.8763082778306375,0.8487110489437114,0.015223596574690745,55
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.5,0.0,0.8934348239771646,0.8763577781188374,0.8763082778306375,0.8487110489437114,0.01712654614652709,77
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.5,0.05,0.8934348239771646,0.8757954295340987,0.8763082778306375,0.8487110489437114,0.01712654614652709,66
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.5,0.1,0.8915318744053282,0.8713250693536179,0.8763082778306375,0.8487110489437114,0.015223596574690745,61
CH_SVM_TOP5,0.03,,2.0,anchor_margin_gate,0.5,0.2,0.8915318744053282,0.8706510363377911,0.8763082778306375,0.8487110489437114,0.015223596574690745,55
CH_SVM_TOP5,0.03,,4.0,always,,0.0,0.8886774500475737,0.8722288369891158,0.8763082778306375,0.8487110489437114,0.01236917221693623,100
CH_SVM_TOP5,0.03,,4.0,anchor_margin_gate,0.02,0.0,0.8867745004757374,0.8677892671312408,0.8763082778306375,0.8487110489437114,0.010466222645099887,56
CH_SVM_TOP5,0.03,,4.0,anchor_margin_gate,0.02,0.05,0.8858230256898192,0.8673937208492679,0.8763082778306375,0.8487110489437114,0.009514747859181716,55
CH_SVM_TOP5,0.03,,4.0,anchor_margin_gate,0.02,0.1,0.8858230256898192,0.8655250761830681,0.8763082778306375,0.8487110489437114,0.009514747859181716,49
CH_SVM_TOP5,0.03,,4.0,anchor_margin_gate,0.02,0.2,0.8867745004757374,0.8667524415281759,0.8763082778306375,0.8487110489437114,0.010466222645099887,40
CH_SVM_TOP5,0.03,,4.0,anchor_margin_gate,0.05,0.0,0.8924833491912464,0.8753497213395233,0.8763082778306375,0.8487110489437114,0.016175071360608917,77
CH_SVM_TOP5,0.03,,4.0,anchor_margin_gate,0.05,0.05,0.8924833491912464,0.8756869681990163,0.8763082778306375,0.8487110489437114,0.016175071360608917,75
CH_SVM_TOP5,0.03,,4.0,anchor_margin_gate,0.05,0.1,0.8924833491912464,0.8734942286520222,0.8763082778306375,0.8487110489437114,0.016175071360608917,68
CH_SVM_TOP5,0.03,,4.0,anchor_margin_gate,0.05,0.2,0.8934348239771646,0.8746968210891329,0.8763082778306375,0.8487110489437114,0.01712654614652709,59
CH_SVM_TOP5,0.03,,4.0,anchor_margin_gate,0.08,0.0,0.8924833491912464,0.8762121496463152,0.8763082778306375,0.8487110489437114,0.016175071360608917,88
