order,fold,chunk_size,overlap,c,class_weight,min_char_count,fit_work_groups,holdout_work_groups,fit_documents,holdout_documents,accuracy,macro_f1,balanced_accuracy
26,4,1024,0,1.0,,20,841,210,841,210,0.8523809523809524,0.8135978751523443,0.8213223806268919
26,5,1024,0,1.0,,20,841,210,841,210,0.8428571428571429,0.8033359367422243,0.8108684223290592
27,1,1024,0,1.0,balanced,20,840,211,840,211,0.8767772511848341,0.8545298059597526,0.874127960594126
27,2,1024,0,1.0,balanced,20,841,210,841,210,0.8666666666666667,0.8264331026489755,0.8425004611094836
27,3,1024,0,1.0,balanced,20,841,210,841,210,0.8952380952380953,0.8595036604973473,0.8788147316342806
27,4,1024,0,1.0,balanced,20,841,210,841,210,0.8571428571428571,0.8074521275292215,0.8387169221755688
27,5,1024,0,1.0,balanced,20,841,210,841,210,0.8571428571428571,0.8204052237028446,0.8423790808189303
28,1,1024,0,3.0,,20,840,211,840,211,0.8530805687203792,0.8245967106160268,0.8234802373900119
28,2,1024,0,3.0,,20,841,210,841,210,0.8095238095238095,0.7593486758143758,0.7701799140708915
28,3,1024,0,3.0,,20,841,210,841,210,0.861904761904762,0.8081028980649777,0.8281743319337305
28,4,1024,0,3.0,,20,841,210,841,210,0.8523809523809524,0.8135978751523443,0.8213223806268919
28,5,1024,0,3.0,,20,841,210,841,210,0.8428571428571429,0.8033359367422243,0.8108684223290592
29,1,1024,0,3.0,balanced,20,840,211,840,211,0.8767772511848341,0.8545298059597526,0.874127960594126
29,2,1024,0,3.0,balanced,20,841,210,841,210,0.8666666666666667,0.8264331026489755,0.8425004611094836
29,3,1024,0,3.0,balanced,20,841,210,841,210,0.9,0.8657825155296649,0.8840778895290173
29,4,1024,0,3.0,balanced,20,841,210,841,210,0.8571428571428571,0.807610340592201,0.8377770725515087
29,5,1024,0,3.0,balanced,20,841,210,841,210,0.861904761904762,0.8279866773369298,0.851151010643492
30,1,1024,512,0.03,,20,840,211,840,211,0.8104265402843602,0.7680846701922954,0.7743067083292647
30,2,1024,512,0.03,,20,841,210,841,210,0.8095238095238095,0.7763679482861748,0.7827625069166423
30,3,1024,512,0.03,,20,841,210,841,210,0.8428571428571429,0.7653518582820855,0.7928473781857241
30,4,1024,512,0.03,,20,841,210,841,210,0.8666666666666667,0.8220745552664162,0.8374365296357777
30,5,1024,512,0.03,,20,841,210,841,210,0.8285714285714286,0.7969143587424156,0.793672261568104
31,1,1024,512,0.03,balanced,20,840,211,840,211,0.8672985781990521,0.8479975060869877,0.8677787542449197
31,2,1024,512,0.03,balanced,20,841,210,841,210,0.8714285714285714,0.8388441955875169,0.8589278933263895
31,3,1024,512,0.03,balanced,20,841,210,841,210,0.9,0.8759559409039213,0.8870854083260098
31,4,1024,512,0.03,balanced,20,841,210,841,210,0.8714285714285714,0.8273032707653986,0.8620251928522605
31,5,1024,512,0.03,balanced,20,841,210,841,210,0.861904761904762,0.8201949168748908,0.8426524916186571
32,1,1024,512,0.1,,20,840,211,840,211,0.8199052132701422,0.7862828724327644,0.788341796048563
32,2,1024,512,0.1,,20,841,210,841,210,0.8142857142857143,0.7787007425552318,0.78515485141425
32,3,1024,512,0.1,,20,841,210,841,210,0.8523809523809524,0.7948263240876703,0.8099526413436188
32,4,1024,512,0.1,,20,841,210,841,210,0.8666666666666667,0.825073997299588,0.8374365296357777
32,5,1024,512,0.1,,20,841,210,841,210,0.8285714285714286,0.7977764409145841,0.795343105344211
33,1,1024,512,0.1,balanced,20,840,211,840,211,0.8625592417061612,0.8399536811095242,0.8590068244203583
33,2,1024,512,0.1,balanced,20,841,210,841,210,0.8714285714285714,0.8384055990962888,0.8589278933263895
33,3,1024,512,0.1,balanced,20,841,210,841,210,0.9,0.8708362337412779,0.8870854083260098
33,4,1024,512,0.1,balanced,20,841,210,841,210,0.8714285714285714,0.8267759591944175,0.8620251928522605
33,5,1024,512,0.1,balanced,20,841,210,841,210,0.8571428571428571,0.8128722501814991,0.8321261758291832
34,1,1024,512,0.3,,20,840,211,840,211,0.8246445497630331,0.791024187468197,0.7941897492649372
34,2,1024,512,0.3,,20,841,210,841,210,0.819047619047619,0.7910867404675456,0.791733798782671
34,3,1024,512,0.3,,20,841,210,841,210,0.861904761904762,0.8067173039818966,0.8239877290629171
34,4,1024,512,0.3,,20,841,210,841,210,0.8571428571428571,0.8112390027899968,0.8223989356508153
34,5,1024,512,0.3,,20,841,210,841,210,0.8285714285714286,0.7977764409145841,0.795343105344211
35,1,1024,512,0.3,balanced,20,840,211,840,211,0.8625592417061612,0.8365003838347167,0.8554980524905337
35,2,1024,512,0.3,balanced,20,841,210,841,210,0.8761904761904762,0.8516138273491215,0.8655068406948105
35,3,1024,512,0.3,balanced,20,841,210,841,210,0.9,0.8615389520755751,0.8840778895290173
35,4,1024,512,0.3,balanced,20,841,210,841,210,0.8666666666666667,0.8189646762301358,0.8514988770627869
35,5,1024,512,0.3,balanced,20,841,210,841,210,0.8571428571428571,0.8127426927763999,0.8321261758291832
36,1,1024,512,1.0,,20,840,211,840,211,0.8341232227488151,0.8010766469744798,0.803161041130966
36,2,1024,512,1.0,,20,841,210,841,210,0.8238095238095238,0.8068078614518244,0.8022601145721446
36,3,1024,512,1.0,,20,841,210,841,210,0.861904761904762,0.8067173039818966,0.8239877290629171
36,4,1024,512,1.0,,20,841,210,841,210,0.8571428571428571,0.8088580504090445,0.8223989356508153
36,5,1024,512,1.0,,20,841,210,841,210,0.8333333333333334,0.8008052680431342,0.7977354498418187
37,1,1024,512,1.0,balanced,20,840,211,840,211,0.8578199052132701,0.8254342569791161,0.8467261226659724
37,2,1024,512,1.0,balanced,20,841,210,841,210,0.8714285714285714,0.8437952043310952,0.8523489459579685
37,3,1024,512,1.0,balanced,20,841,210,841,210,0.9,0.8629749444153877,0.8840778895290173
37,4,1024,512,1.0,balanced,20,841,210,841,210,0.8761904761904762,0.8374834458569387,0.8686041402206817
37,5,1024,512,1.0,balanced,20,841,210,841,210,0.8523809523809524,0.8044869406405987,0.8215998600397096
38,1,1024,512,3.0,,20,840,211,840,211,0.8341232227488151,0.8010766469744798,0.803161041130966
38,2,1024,512,3.0,,20,841,210,841,210,0.8238095238095238,0.8068078614518244,0.8022601145721446
38,3,1024,512,3.0,,20,841,210,841,210,0.8523809523809524,0.7959552157327942,0.8140765875728281
38,4,1024,512,3.0,,20,841,210,841,210,0.861904761904762,0.8180917991164774,0.8289778830192364
38,5,1024,512,3.0,,20,841,210,841,210,0.8285714285714286,0.7925506571569445,0.7872091340523449
39,1,1024,512,3.0,balanced,20,840,211,840,211,0.8530805687203792,0.8102011078479068,0.8379541928414109
39,2,1024,512,3.0,balanced,20,841,210,841,210,0.8714285714285714,0.8437952043310952,0.8523489459579685
39,3,1024,512,3.0,balanced,20,841,210,841,210,0.9,0.8629749444153877,0.8840778895290173
39,4,1024,512,3.0,balanced,20,841,210,841,210,0.8714285714285714,0.830337339811471,0.8610853432282004
39,5,1024,512,3.0,balanced,20,841,210,841,210,0.8523809523809524,0.8044869406405987,0.8215998600397096
40,1,1280,0,0.03,,20,840,211,840,211,0.8199052132701422,0.7550596705701474,0.7785315242524442
40,2,1280,0,0.03,,20,841,210,841,210,0.8142857142857143,0.7705920842225226,0.7815008299970706
40,3,1280,0,0.03,,20,841,210,841,210,0.861904761904762,0.7937279838767184,0.8214904143475572
40,4,1280,0,0.03,,20,841,210,841,210,0.8714285714285714,0.8269484693967339,0.8367786348989356
40,5,1280,0,0.03,,20,841,210,841,210,0.8380952380952381,0.8096646136893815,0.810731716929196
41,1,1280,0,0.03,balanced,20,840,211,840,211,0.8530805687203792,0.8125888329292064,0.8374450418125784
41,2,1280,0,0.03,balanced,20,841,210,841,210,0.861904761904762,0.8295039078001639,0.8556807332183272
41,3,1280,0,0.03,balanced,20,841,210,841,210,0.8952380952380953,0.8750045008253914,0.8901978973407544
41,4,1280,0,0.03,balanced,20,841,210,841,210,0.8714285714285714,0.8401447156897973,0.8752856166390002
41,5,1280,0,0.03,balanced,20,841,210,841,210,0.861904761904762,0.8191411989918012,0.8470270644142824
42,1,1280,0,0.1,,20,840,211,840,211,0.8341232227488151,0.8007543878348502,0.8039074641020683
42,2,1280,0,0.1,,20,841,210,841,210,0.8285714285714286,0.7881311023438444,0.7972172042660765
42,3,1280,0,0.1,,20,841,210,841,210,0.8714285714285714,0.8157649453669994,0.8372798880317677
42,4,1280,0,0.1,,20,841,210,841,210,0.8761904761904762,0.8345863371629715,0.8473049506884095
42,5,1280,0,0.1,,20,841,210,841,210,0.8333333333333334,0.8023231181940649,0.8020129503156925
43,1,1280,0,0.1,balanced,20,840,211,840,211,0.8530805687203792,0.8125888329292064,0.8374450418125784
43,2,1280,0,0.1,balanced,20,841,210,841,210,0.8666666666666667,0.8190279620620179,0.8550228384814851
43,3,1280,0,0.1,balanced,20,841,210,841,210,0.8952380952380953,0.8700340531411462,0.8901978973407544
43,4,1280,0,0.1,balanced,20,841,210,841,210,0.8761904761904762,0.8410223892158267,0.8776779611366079
43,5,1280,0,0.1,balanced,20,841,210,841,210,0.861904761904762,0.8264496787887906,0.8470270644142824
44,1,1280,0,0.3,,20,840,211,840,211,0.8388625592417062,0.8085240780988197,0.8091706219968051
44,2,1280,0,0.3,,20,841,210,841,210,0.8333333333333334,0.7947775260955312,0.8037961516344975
44,3,1280,0,0.3,,20,841,210,841,210,0.8666666666666667,0.8026108480023756,0.8307009406633467
44,4,1280,0,0.3,,20,841,210,841,210,0.8761904761904762,0.8356621103749676,0.8473049506884095
44,5,1280,0,0.3,,20,841,210,841,210,0.8428571428571429,0.8137737848304901,0.815379700524548
45,1,1280,0,0.3,balanced,20,840,211,840,211,0.8578199052132701,0.8233771158537122,0.8462169716371397
45,2,1280,0,0.3,balanced,20,841,210,841,210,0.8761904761904762,0.826421445771291,0.8598075274767003
45,3,1280,0,0.3,balanced,20,841,210,841,210,0.8952380952380953,0.8679593734348877,0.8901978973407544
45,4,1280,0,0.3,balanced,20,841,210,841,210,0.8761904761904762,0.8324865970942337,0.8682257592032029
45,5,1280,0,0.3,balanced,20,841,210,841,210,0.8428571428571429,0.8104876337979882,0.8286200843973954
46,1,1280,0,1.0,,20,840,211,840,211,0.8388625592417062,0.8085240780988197,0.8091706219968051
46,2,1280,0,1.0,,20,841,210,841,210,0.8380952380952381,0.7999863207780101,0.8061884961321052
46,3,1280,0,1.0,,20,841,210,841,210,0.8714285714285714,0.8118334505767787,0.8350242489340234
46,4,1280,0,1.0,,20,841,210,841,210,0.8761904761904762,0.8298815493467285,0.8408602675519969
46,5,1280,0,1.0,,20,841,210,841,210,0.8333333333333334,0.7920849473521789,0.797334587742593
47,1,1280,0,1.0,balanced,20,840,211,840,211,0.8625592417061612,0.8300514102854436,0.8514801295318766
47,2,1280,0,1.0,balanced,20,841,210,841,210,0.8714285714285714,0.8195197746688703,0.8522887304842194
47,3,1280,0,1.0,balanced,20,841,210,841,210,0.8904761904761904,0.8539644265617443,0.877174266835921
47,4,1280,0,1.0,balanced,20,841,210,841,210,0.8714285714285714,0.8256087411859068,0.8607069622107215
47,5,1280,0,1.0,balanced,20,841,210,841,210,0.8333333333333334,0.7905095937368457,0.8105749716154405
48,1,1280,0,3.0,,20,840,211,840,211,0.8388625592417062,0.8085240780988197,0.8091706219968051
48,2,1280,0,3.0,,20,841,210,841,210,0.8428571428571429,0.8080063709033235,0.8137072931245865
48,3,1280,0,3.0,,20,841,210,841,210,0.8857142857142857,0.8466915287866575,0.8596483090843993
48,4,1280,0,3.0,,20,841,210,841,210,0.8714285714285714,0.8251762376804661,0.8375707938677864
48,5,1280,0,3.0,,20,841,210,841,210,0.8333333333333334,0.7920849473521789,0.797334587742593
49,1,1280,0,3.0,balanced,20,840,211,840,211,0.8625592417061612,0.8300514102854436,0.8514801295318766
49,2,1280,0,3.0,balanced,20,841,210,841,210,0.8714285714285714,0.8210894884269497,0.8522887304842194
49,3,1280,0,3.0,balanced,20,841,210,841,210,0.8904761904761904,0.8539644265617443,0.877174266835921
49,4,1280,0,3.0,balanced,20,841,210,841,210,0.8761904761904762,0.8305185698875729,0.8630993067083292
49,5,1280,0,3.0,balanced,20,841,210,841,210,0.8333333333333334,0.7905095937368457,0.8105749716154405
50,1,1280,640,0.03,,20,840,211,840,211,0.8293838862559242,0.7873247393870296,0.789615271946099
50,2,1280,640,0.03,,20,841,210,841,210,0.8142857142857143,0.7788206619107058,0.7855108550597273
50,3,1280,640,0.03,,20,841,210,841,210,0.861904761904762,0.7981815930468048,0.8222333430980049
